fahrzeug_id,typ,kilometerstand,laenge,hoehe,gewicht,sitze,farbe,ps,schaltung,verbrauch,neupreis,gebrauchtpreis,erstzulassung
2739,SUV,50219.13,4.79,1.63,2187,7,schwarz,358,Automatik,12.17,87518.47,48206.7,2023-01-07
2740,SUV,49443.626,4.87,1.7,2325,4,schwarz,330,Handschaltung,13.99,84390.99,45951.61,2022-10-25
2741,SUV,66702.797,4.76,1.71,2265,5,blau,300,Handschaltung,14.07,82231.08,38399.13,2021-12-02
2742,SUV,63345.577,4.85,1.79,2448,4,gelb,294,Handschaltung,15.44,74817.18,31986.87,2022-03-21
2743,SUV,55950.166,4.76,1.74,2347,7,blau,300,Automatik,13.2,79704.15,38607.87,2022-05-01
2744,SUV,49297.762,4.85,1.75,2360,4,schwarz,228,Handschaltung,12.97,84511.92,45686.36,2023-04-27
2745,SUV,64799.092,4.8,1.59,2122,4,gelb,206,Automatik,8.71,94475.24,50765.56,2021-12-20
2746,SUV,52877.46,4.97,1.64,2274,5,rot,305,Handschaltung,12.55,75024.7,35326.27,2022-09-27
2747,SUV,66724.967,4.96,1.71,2371,4,schwarz,388,Automatik,14.55,92164.37,48549.78,2021-07-19
2748,SUV,71163.996,4.91,1.7,2362,5,grün,279,Handschaltung,12.55,104121.99,59219.3,2021-10-13
2749,SUV,79220.109,4.87,1.74,2386,5,grün,258,Handschaltung,13.56,87963.75,41509.46,2022-06-04
2750,SUV,73276.906,4.87,1.89,2586,7,rot,286,Handschaltung,18.22,92484.21,46501.21,2021-09-11
2751,SUV,36395.0,4.99,1.7,2353,7,grün,227,Automatik,10.3,91424.61,57174.19,2023-03-01
2752,SUV,36278.738,4.93,1.64,2300,4,schwarz,324,Automatik,11.71,97639.98,63786.49,2023-06-04
2753,SUV,65373.618,4.68,1.71,2194,7,grau,286,Automatik,12.08,89597.48,45467.32,2021-12-03
2754,SUV,41643.718,4.87,1.68,2268,4,schwarz,264,Automatik,11.25,87356.18,50439.19,2023-03-09
2755,SUV,79184.942,4.94,1.84,2572,5,schwarz,321,Automatik,15.91,95813.34,48231.42,2021-10-30
2756,SUV,46762.948,4.91,1.78,2414,5,schwarz,324,Automatik,14.36,92651.17,55338.9,2022-09-04
2757,SUV,70101.232,4.88,1.7,2324,5,gelb,237,Automatik,10.88,86786.84,41904.65,2021-06-15
2758,SUV,67095.053,4.89,1.75,2421,5,blau,281,Automatik,13.24,91618.89,47935.26,2022-05-15
2759,SUV,42346.174,4.77,1.7,2274,4,grau,318,Automatik,12.95,101192.16,64262.74,2023-06-18
2760,SUV,62953.959,5.03,1.74,2440,5,rot,399,Automatik,15.35,93059.52,50065.04,2022-08-01
2761,SUV,54541.074,4.78,1.47,1988,5,gelb,390,Automatik,9.67,94164.79,53249.65,2022-02-19
2762,SUV,60589.938,4.88,1.68,2294,7,grau,303,Automatik,11.76,85671.11,43383.27,2022-07-20
2763,SUV,51912.746,5.03,1.68,2405,4,schwarz,418,Handschaltung,15.74,103876.32,64584.44,2022-09-22
2764,SUV,72556.645,4.75,1.69,2229,7,gelb,330,Handschaltung,13.73,91978.48,46958.99,2021-03-20
2765,SUV,71725.347,4.99,1.71,2368,5,blau,351,Automatik,13.48,85988.65,41613.29,2022-05-19
2766,SUV,90024.171,4.81,1.83,2467,5,gelb,296,Automatik,14.85,95976.58,46328.94,2020-09-30
2767,SUV,68448.852,4.85,1.54,2078,5,schwarz,350,Automatik,10.21,98787.98,55090.68,2021-07-17
2768,SUV,44315.147,4.93,1.71,2370,4,grau,240,Automatik,11.2,78093.26,40851.17,2022-09-26
2769,SUV,60356.781,4.79,1.68,2236,5,grün,366,Automatik,13.33,79590.16,37982.78,2022-06-03
2770,SUV,78617.792,5.02,1.76,2478,4,gelb,377,Automatik,15.67,89632.44,43249.91,2021-04-14
2771,SUV,72156.701,4.8,1.73,2313,5,rot,314,Automatik,13.3,92545.85,46928.66,2021-10-15
2772,SUV,33778.291,5.1,1.67,2415,5,blau,341,Handschaltung,13.98,102129.74,68231.43,2023-10-29
2773,SUV,60766.574,4.87,1.69,2302,5,blau,321,Automatik,12.32,88273.24,46720.7,2022-08-13
2774,SUV,43630.884,4.91,1.74,2398,4,grün,335,Handschaltung,15.36,101126.44,64158.14,2021-12-23
2775,SUV,47073.481,4.81,1.65,2192,7,grau,314,Automatik,11.86,86029.05,48344.36,2023-04-21
2776,SUV,54912.042,4.96,1.62,2246,4,blau,350,Automatik,11.18,92235.83,51995.5,2023-01-04
2777,SUV,77873.907,5.0,1.5,2112,7,schwarz,329,Automatik,9.24,86379.49,39772.49,2021-04-11
2778,SUV,51669.013,4.89,1.69,2352,5,grün,308,Handschaltung,13.06,93583.91,53872.31,2022-09-27
2779,SUV,90528.143,4.75,1.57,2111,7,grau,319,Handschaltung,11.25,91041.14,41783.25,2020-12-04
2780,SUV,46583.154,5.06,1.66,2346,4,schwarz,302,Automatik,11.5,90036.8,52274.74,2023-04-05
2781,SUV,47981.616,4.97,1.61,2232,7,schwarz,412,Automatik,12.34,98118.83,59936.69,2022-10-19
2782,SUV,62701.053,4.87,1.82,2469,5,gelb,406,Automatik,17.51,97083.25,54766.83,2022-08-08
2783,SUV,40011.195,4.96,1.81,2571,7,blau,216,Handschaltung,14.39,91722.07,56682.68,2023-08-15
2784,SUV,67729.472,5.1,1.71,2409,7,rot,354,Handschaltung,15.02,97907.61,54401.33,2022-02-28
2785,SUV,74025.897,4.77,1.68,2239,5,grau,388,Automatik,13.55,101483.67,55512.68,2021-08-13
2786,SUV,78777.279,4.91,1.64,2274,4,rot,376,Handschaltung,13.42,88233.81,41079.64,2021-12-21
2787,SUV,62186.395,4.9,1.73,2370,7,blau,329,Handschaltung,14.66,92596.36,50289.81,2021-07-08
2788,SUV,34006.014,4.8,1.73,2299,5,blau,301,Automatik,12.92,95935.37,62360.71,2023-09-20
2789,SUV,84563.014,4.85,1.63,2235,5,schwarz,267,Automatik,10.21,96306.29,48627.02,2021-03-15
2790,SUV,28928.499,4.81,1.76,2410,4,blau,275,Automatik,13.01,85931.08,54434.27,2023-05-24
2791,SUV,45449.353,4.85,1.62,2209,5,blau,312,Automatik,10.92,87207.43,48401.84,2022-07-26
2792,SUV,43116.667,4.75,1.49,1975,5,grau,270,Handschaltung,9.08,82378.6,44839.5,2022-10-06
2793,SUV,79138.487,4.95,1.85,2602,4,schwarz,304,Automatik,15.5,91135.26,44027.82,2021-08-18
2794,SUV,61117.336,5.06,1.67,2386,5,grün,270,Handschaltung,12.08,84284.13,42243.82,2022-08-29
2795,SUV,57565.932,4.89,1.64,2215,4,gelb,297,Automatik,10.98,82160.15,41421.68,2022-08-30
2796,SUV,91788.539,4.92,1.51,2045,5,rot,340,Automatik,9.79,92503.1,43074.71,2020-12-27
2797,SUV,53741.903,4.77,1.6,2089,5,gelb,239,Automatik,9.52,78147.34,38663.87,2022-10-03
2798,SUV,46016.974,4.89,1.57,2137,5,rot,374,Automatik,11.38,86455.14,48858.65,2023-01-15
2799,SUV,58933.142,4.93,1.73,2396,7,grün,262,Automatik,12.11,86483.33,45040.89,2022-01-14
2800,SUV,72275.677,5.01,1.67,2336,7,gelb,222,Handschaltung,11.57,91025.25,46059.46,2022-05-23
2801,SUV,70274.167,4.86,1.69,2314,5,schwarz,360,Automatik,13.05,96471.13,51629.84,2022-07-10
2802,SUV,68183.141,4.97,1.68,2360,5,schwarz,275,Automatik,11.43,84597.03,40387.49,2021-11-30
2803,SUV,31809.169,4.87,1.72,2337,5,rot,347,Handschaltung,14.97,98155.65,65279.49,2023-04-29
2804,SUV,58167.916,4.83,1.94,2604,4,rot,341,Handschaltung,22.43,89672.74,48198.16,2022-07-07
2805,SUV,61815.564,4.93,1.82,2548,4,blau,359,Handschaltung,18.65,87603.99,45366.43,2022-03-07
2806,SUV,58045.302,5.02,1.62,2259,5,grün,391,Automatik,11.84,94681.8,53756.27,2021-10-24
2807,SUV,45474.609,4.74,1.81,2415,5,schwarz,313,Automatik,15.4,89329.17,50906.86,2022-10-29
2808,SUV,92302.822,5.12,1.87,2665,4,gelb,294,Automatik,17.42,84768.97,34649.02,2021-06-30
2809,SUV,58703.651,4.77,1.62,2149,4,grau,354,Handschaltung,12.64,96167.44,54822.98,2022-07-09
2810,SUV,63922.317,4.76,1.65,2198,5,rot,297,Automatik,11.21,95841.21,52470.92,2022-05-24
2811,SUV,76710.639,4.75,1.66,2216,4,grau,278,Automatik,10.97,94863.41,49233.09,2022-06-09
2812,SUV,66328.155,5.11,1.49,2121,5,gelb,298,Automatik,8.55,91787.99,48501.44,2022-05-15
2813,SUV,20190.536,4.78,1.77,2361,5,blau,359,Automatik,15.12,91826.48,64813.01,2023-09-01
2814,SUV,93679.901,4.91,1.77,2410,5,grau,271,Automatik,13.36,91641.39,41670.47,2020-02-14
2815,SUV,65480.963,5.17,1.74,2525,5,schwarz,300,Automatik,12.78,79731.33,35975.31,2021-10-06
2816,SUV,42987.128,4.9,1.71,2339,5,rot,277,Automatik,11.65,75634.73,39401.18,2022-09-15
2817,SUV,76566.438,5.1,1.66,2428,7,rot,352,Handschaltung,13.59,101116.15,54425.16,2021-05-09
2818,SUV,13869.632,4.94,1.82,2503,4,blau,190,Automatik,12.34,84380.7,60994.2,2024-03-29
2819,SUV,59708.364,4.9,1.59,2181,5,schwarz,332,Automatik,10.87,87235.77,45649.86,2022-10-14
2820,SUV,33142.865,4.93,1.7,2357,5,schwarz,309,Handschaltung,13.72,92666.11,59487.8,2023-09-28
2821,SUV,91487.103,4.9,1.9,2606,5,rot,348,Handschaltung,21.36,93181.0,43282.83,2020-11-15
2822,SUV,18417.526,5.04,1.68,2425,5,rot,306,Automatik,11.99,94405.43,67849.37,2024-05-19
2823,SUV,36761.895,5.09,1.6,2309,7,rot,399,Automatik,12.36,99121.85,64970.04,2023-03-09
2824,SUV,9802.26,4.86,1.74,2360,7,schwarz,286,Automatik,13.15,90628.68,70060.6,2024-07-15
2825,SUV,56540.947,4.99,1.65,2352,4,rot,247,Handschaltung,11.27,86190.35,45361.02,2022-10-04
2826,SUV,71579.055,5.03,1.57,2167,5,schwarz,366,Automatik,10.61,97293.19,51965.66,2022-03-30
2827,SUV,55425.971,5.04,1.63,2313,5,gelb,291,Automatik,10.74,94836.14,53432.07,2023-06-30
2828,SUV,67907.383,4.8,1.56,2117,5,rot,356,Automatik,10.48,95198.31,51901.77,2021-05-31
2829,SUV,64819.259,5.05,1.58,2243,5,schwarz,362,Automatik,11.15,90746.73,47443.88,2022-06-21
2830,SUV,53839.885,4.88,1.65,2244,7,gelb,136,Automatik,7.89,94762.21,54572.03,2022-11-28
2831,SUV,60305.256,4.87,1.82,2467,5,blau,386,Automatik,17.08,87248.79,45582.3,2022-03-17
2832,SUV,11350.583,5.01,1.62,2258,5,grün,330,Handschaltung,12.3,88193.92,66386.57,2024-11-14
2833,SUV,48665.021,4.8,1.69,2279,7,rot,273,Automatik,11.35,93666.88,55456.45,2022-10-03
2834,SUV,71626.029,4.96,1.71,2378,5,schwarz,330,Handschaltung,14.39,97765.85,52704.95,2021-10-14
2835,SUV,33782.85,4.94,1.62,2257,4,grau,267,Handschaltung,11.11,90135.92,56714.2,2023-10-20
2836,SUV,66356.469,4.75,1.74,2342,5,schwarz,297,Automatik,13.22,93454.74,50395.38,2021-12-06
2837,SUV,41901.186,5.02,1.81,2574,5,grau,364,Automatik,16.57,95664.5,59572.07,2023-06-08
2838,SUV,41500.879,4.97,1.73,2384,4,grün,314,Handschaltung,14.04,96072.47,60400.36,2023-02-01
2839,SUV,52874.474,5.15,1.82,2590,5,gelb,293,Handschaltung,16.83,95041.27,54650.23,2022-06-23
2840,SUV,74804.989,5.04,1.7,2391,4,blau,225,Automatik,11.1,89612.07,43526.67,2021-08-09
2841,SUV,23665.435,4.73,1.74,2329,5,blau,317,Automatik,13.52,92389.14,62722.37,2023-12-20
2842,SUV,47862.269,4.92,1.77,2427,7,rot,267,Handschaltung,14.42,90862.22,52257.65,2022-09-12
2843,SUV,62468.121,4.78,1.73,2363,5,blau,291,Automatik,12.66,95360.91,52437.97,2022-01-02
2844,SUV,54874.368,4.86,1.62,2174,7,grau,355,Automatik,11.42,91753.96,50991.39,2022-04-15
2845,SUV,69016.364,4.99,1.58,2198,7,schwarz,256,Automatik,9.43,83806.08,40153.89,2021-05-22
2846,SUV,55068.44,5.0,1.67,2335,5,grün,290,Handschaltung,12.31,85151.08,44083.57,2023-03-17
2847,SUV,53618.257,4.89,1.75,2432,7,schwarz,396,Automatik,15.74,81944.65,41409.89,2022-04-12
2848,SUV,77748.329,4.9,1.45,1974,5,blau,349,Automatik,9.03,93789.82,47113.56,2021-11-23
2849,SUV,51439.864,4.95,1.74,2406,4,blau,367,Automatik,14.78,97909.06,57986.5,2023-02-04
2850,SUV,48822.264,5.18,1.55,2276,7,grün,309,Handschaltung,10.8,90460.0,52340.75,2023-04-08
2851,SUV,49523.381,4.84,1.63,2189,7,grau,390,Handschaltung,13.22,104572.46,66022.67,2022-12-31
2852,SUV,74155.404,5.04,1.74,2449,7,grün,262,Automatik,12.44,82782.45,37261.71,2021-08-24
2853,SUV,28450.014,5.15,1.65,2414,5,rot,236,Automatik,10.13,78839.7,47536.32,2024-04-06
2854,SUV,59580.815,4.97,1.65,2272,7,gelb,248,Automatik,10.3,79432.63,37343.36,2022-09-19
2855,SUV,44287.345,4.94,1.69,2334,5,blau,337,Automatik,13.02,88940.43,52238.05,2023-01-03
2856,SUV,55598.239,5.08,1.69,2403,7,blau,331,Automatik,12.7,89599.56,48860.18,2022-04-29
2857,SUV,83618.069,5.09,1.88,2638,7,grau,393,Automatik,19.19,100573.41,52233.05,2021-06-03
2858,SUV,67396.273,5.02,1.78,2478,5,grün,364,Handschaltung,16.939999999999998,81098.63,36980.64,2022-08-26
2859,SUV,65890.33,4.84,1.72,2335,4,schwarz,377,Handschaltung,15.89,80347.22,37791.81,2021-10-06
2860,SUV,46434.098,4.84,1.79,2452,5,grau,238,Automatik,12.37,91363.51,53326.79,2022-10-20
2861,SUV,43959.277,4.87,1.63,2201,4,schwarz,414,Automatik,12.93,94906.54,58466.89,2022-07-15
2862,SUV,72781.475,4.94,1.9,2646,7,gelb,274,Automatik,16.3,89064.44,43458.4,2022-06-24
2863,SUV,57851.567,4.81,1.51,2051,4,grau,284,Handschaltung,9.8,86011.16,45080.74,2022-07-23
2864,SUV,54122.12,5.02,1.83,2558,5,gelb,357,Automatik,16.490000000000002,87745.15,48449.94,2022-12-26
2865,SUV,62455.712,4.91,1.79,2470,5,grün,233,Automatik,12.57,86782.82,44777.03,2022-02-09
2866,SUV,51507.005,4.88,1.61,2189,5,gelb,411,Automatik,12.56,99849.53,60477.18,2022-07-18
2867,SUV,32606.303,4.78,1.86,2459,5,rot,369,Automatik,18.16,98386.77,65927.37,2023-12-17
2868,SUV,44701.847,5.03,1.53,2167,7,schwarz,369,Automatik,10.2,99939.46,62310.85,2023-07-27
2869,SUV,54489.147,5.04,1.66,2331,4,grün,329,Handschaltung,13.37,95584.15,55347.9,2023-01-10
2870,SUV,83304.732,4.95,1.9,2669,5,schwarz,261,Handschaltung,17.48,83257.58,35028.61,2021-09-01
2871,SUV,34303.567,4.73,1.66,2231,5,grün,262,Automatik,10.84,95864.0,61533.01,2023-05-27
2872,SUV,57011.248,4.91,1.71,2339,5,grün,291,Automatik,12.06,95441.91,54390.55,2022-10-15
2873,SUV,32327.602,5.0,1.68,2369,4,gelb,376,Automatik,13.26,87542.89,54114.35,2023-01-18
2874,SUV,65368.82,4.84,1.73,2367,4,grau,384,Automatik,15.05,90570.14,46477.51,2022-03-30
2875,SUV,33898.051,4.99,1.67,2378,4,schwarz,284,Automatik,11.48,82742.25,49324.19,2023-03-27
2876,SUV,84895.32,4.91,1.77,2452,5,blau,427,Automatik,16.79,93828.17,45147.15,2021-07-09
2877,SUV,28422.851,5.14,1.68,2390,4,grau,282,Handschaltung,13.18,81306.27,50151.5,2023-08-15
2878,SUV,45041.728,4.73,1.73,2309,4,rot,350,Automatik,13.87,86359.09,49226.12,2022-09-10
2879,SUV,40520.638,4.91,1.82,2501,4,rot,303,Handschaltung,16.29,86044.57,50020.44,2022-09-30
2880,SUV,37499.346,5.04,1.87,2629,5,grau,289,Automatik,15.46,88207.95,53197.43,2023-04-19
2881,SUV,72015.827,4.84,1.8,2414,5,schwarz,374,Automatik,16.28,97424.32,52099.92,2022-06-25
2882,SUV,52046.217,5.0,1.78,2483,7,grau,346,Automatik,14.93,101257.48,61113.92,2022-09-04
2883,SUV,34488.509,5.08,1.76,2507,5,gelb,214,Automatik,11.61,84112.84,50960.7,2023-07-31
2884,SUV,84861.62,5.07,1.85,2665,5,schwarz,318,Automatik,16.560000000000002,89211.67,40522.05,2021-03-04
2885,SUV,58286.005,4.94,1.8,2501,7,grau,283,Automatik,14.19,89184.05,48169.06,2022-06-29
2886,SUV,18146.603,4.83,1.66,2204,5,schwarz,379,Automatik,13.35,94567.45,68314.58,2024-11-23
2887,SUV,47383.872,4.92,1.83,2544,7,rot,329,Automatik,16.21,93897.49,55158.86,2022-10-29
2888,SUV,40536.552,4.98,1.7,2358,4,schwarz,303,Automatik,12.38,86374.96,50366.41,2022-10-06
2889,SUV,26755.086,4.98,1.61,2212,5,schwarz,345,Handschaltung,12.17,84016.02,54020.82,2024-07-26
2890,SUV,60764.124,4.85,1.67,2302,7,schwarz,285,Handschaltung,12.48,91602.02,49406.31,2021-12-29
2891,SUV,11556.447,4.91,1.68,2285,5,blau,390,Handschaltung,14.37,92354.61,70258.28,2024-10-12
2892,SUV,62669.01,4.87,1.79,2457,4,gelb,357,Automatik,15.6,86336.24,43300.83,2022-01-28
2893,SUV,38042.45,4.97,1.61,2243,4,gelb,362,Automatik,11.61,86230.56,51340.02,2022-11-15
2894,SUV,36710.089,4.95,1.73,2380,4,schwarz,253,Automatik,11.99,85835.56,51179.35,2023-07-30
2895,SUV,61589.189,4.78,1.72,2327,5,blau,360,Automatik,14.26,90640.12,48883.3,2022-05-21
2896,SUV,30607.49,4.78,1.69,2252,4,schwarz,351,Automatik,12.91,86135.52,54108.83,2023-11-12
2897,SUV,61303.198,4.95,1.7,2334,7,blau,294,Automatik,12.07,93428.81,51432.75,2022-07-04
2898,SUV,64576.654,4.88,1.55,2124,5,blau,318,Automatik,10.08,87689.39,44134.02,2022-06-04
2899,SUV,59365.351,4.86,1.84,2485,4,blau,341,Handschaltung,18.44,96961.18,55631.34,2022-04-23
2900,SUV,73097.511,4.85,1.66,2256,5,grau,186,Handschaltung,9.91,81573.41,36843.69,2022-01-10
2901,SUV,65639.214,4.84,1.7,2297,7,rot,284,Handschaltung,13.35,95357.53,51647.65,2022-07-25
2902,SUV,38513.876,4.71,1.62,2143,5,schwarz,354,Handschaltung,12.78,91139.25,56831.67,2023-02-19
2903,SUV,71161.55,4.92,1.51,2067,4,blau,318,Automatik,9.17,88419.57,43526.94,2021-09-08
2904,SUV,68111.703,5.04,1.71,2384,7,gelb,260,Handschaltung,12.79,93669.22,49238.37,2021-10-10
2905,SUV,38278.366,4.84,1.75,2366,4,rot,337,Automatik,14.31,90713.65,56006.58,2023-08-08
2906,SUV,48266.995,5.03,1.56,2191,5,schwarz,343,Handschaltung,11.76,97371.99,59884.71,2023-01-31
2907,SUV,74707.307,4.86,1.76,2405,5,schwarz,235,Handschaltung,13.3,89155.1,43678.58,2020-10-03
2908,SUV,58893.276,4.68,1.58,2072,5,rot,355,Automatik,10.75,95277.29,53278.26,2022-06-17
2909,SUV,43277.968,5.09,1.79,2549,5,rot,327,Handschaltung,16.5,92244.25,55980.09,2023-02-12
2910,SUV,46235.078,4.9,1.32,1811,4,schwarz,270,Automatik,6.53,90306.14,52820.4,2023-03-20
2911,SUV,54570.632,4.86,1.67,2275,4,schwarz,295,Handschaltung,12.46,91540.45,51342.27,2022-04-04
2912,SUV,87328.1,4.87,1.71,2375,7,grau,388,Automatik,14.21,96375.41,46984.29,2021-09-21
2913,SUV,55280.122,4.96,1.91,2658,7,blau,369,Handschaltung,21.98,93163.42,51875.1,2022-07-06
2914,SUV,54460.822,5.02,1.92,2689,7,rot,324,Handschaltung,20.82,86771.89,46975.44,2021-12-31
2915,SUV,3916.561,4.88,1.81,2512,7,rot,388,Automatik,17.2,86004.41,73518.11,2024-08-28
2916,SUV,62995.407,4.89,1.6,2163,7,blau,366,Automatik,11.47,87966.22,45439.43,2022-01-10
2917,SUV,66992.195,5.03,1.77,2500,4,grün,306,Automatik,14.21,93055.85,49596.56,2021-11-12
2918,SUV,81253.884,5.06,1.64,2337,7,gelb,359,Handschaltung,13.47,89261.83,40833.12,2021-03-26
2919,SUV,56025.883,5.05,1.75,2458,4,gelb,253,Automatik,12.42,84358.61,43665.04,2022-12-04
2920,SUV,53104.294,4.99,1.74,2396,7,grau,400,Handschaltung,16.759999999999998,96294.8,55729.61,2022-11-01
2921,SUV,47210.181,4.86,1.6,2195,5,rot,384,Handschaltung,13.07,82130.44,44376.06,2022-11-25
2922,SUV,54561.487,4.85,1.65,2258,5,rot,317,Handschaltung,12.97,86604.69,46461.04,2023-02-01
2923,SUV,50109.752,4.76,1.64,2211,5,rot,222,Automatik,9.51,87839.99,49067.37,2022-08-14
2924,SUV,54730.844,4.99,1.62,2247,7,blau,294,Automatik,10.96,90194.67,49457.91,2022-06-01
2925,SUV,56830.438,4.91,1.84,2537,5,grau,324,Automatik,16.43,88199.95,46703.6,2022-05-27
2926,SUV,52193.706,5.01,1.75,2453,4,rot,249,Automatik,11.78,86624.73,46085.31,2022-01-23
2927,SUV,65586.658,4.89,1.78,2418,7,schwarz,380,Automatik,15.93,91994.62,48267.24,2022-03-13
2928,SUV,70573.642,4.83,1.83,2456,5,grau,318,Handschaltung,17.32,92695.24,48006.37,2022-05-03
2929,SUV,16148.931,4.78,1.72,2346,4,schwarz,317,Handschaltung,14.67,94105.82,68720.55,2024-06-27
2930,SUV,53701.311,4.96,1.64,2282,4,rot,257,Automatik,10.25,89547.67,48841.68,2022-11-25
2931,SUV,18295.249,4.99,1.82,2546,5,blau,245,Automatik,13.87,80506.62,53652.66,2024-02-08
2932,SUV,73852.306,4.85,1.58,2161,5,gelb,276,Handschaltung,10.62,87201.02,41010.7,2021-05-16
2933,SUV,77852.026,5.02,1.62,2262,5,schwarz,311,Handschaltung,12.29,88040.18,41399.74,2022-02-07
2934,SUV,93242.569,4.81,1.87,2478,4,schwarz,455,Automatik,20.57,99469.44,49041.63,2021-10-09
2935,SUV,77223.052,4.83,1.77,2366,4,schwarz,309,Automatik,13.83,95218.17,48756.12,2021-08-27
2936,SUV,94312.685,4.95,1.73,2387,4,schwarz,374,Handschaltung,16.240000000000002,94666.24,43997.47,2021-05-04
2937,SUV,52961.254,4.96,1.96,2675,5,blau,288,Automatik,19.23,86298.55,46934.65,2021-12-25
2938,SUV,72776.194,5.08,1.66,2358,4,grün,458,Automatik,14.14,97015.56,52229.36,2021-03-20
2939,SUV,56546.667,4.9,1.61,2234,5,blau,325,Automatik,10.84,101306.21,60367.82,2021-12-30
2940,SUV,45706.958,4.88,1.59,2184,4,grün,350,Automatik,11.22,92042.88,54105.33,2022-06-20
2941,SUV,60660.004,4.84,1.59,2154,4,blau,336,Automatik,10.81,91904.15,50158.81,2022-07-26
2942,SUV,87465.302,4.79,1.67,2212,7,schwarz,331,Automatik,12.03,98207.14,49618.66,2021-09-30
2943,SUV,70349.325,4.84,1.7,2312,5,rot,340,Automatik,13.05,86640.01,42292.56,2022-01-10
2944,SUV,69209.893,5.0,1.71,2401,5,grün,271,Handschaltung,12.9,99138.64,54141.24,2022-04-11
2945,SUV,38510.868,4.84,1.69,2259,4,grün,325,Handschaltung,14.02,88927.08,53245.04,2023-05-30
2946,SUV,26942.927,4.85,1.76,2382,4,gelb,242,Automatik,12.41,91963.02,61884.83,2023-10-26
2947,SUV,59862.679,4.79,1.55,2040,5,schwarz,243,Automatik,8.65,85968.9,44471.47,2021-09-06
2948,SUV,69291.316,4.91,1.79,2418,5,rot,332,Automatik,15.05,84244.5,39651.56,2021-07-26
2949,SUV,70249.166,4.92,1.96,2720,7,grün,308,Automatik,19.98,102537.02,57553.16,2022-10-30
2950,SUV,61192.425,5.08,1.6,2260,4,schwarz,330,Automatik,10.91,84209.75,42312.46,2022-06-12
2951,SUV,58056.721,4.89,1.81,2483,4,gelb,351,Handschaltung,18.09,73099.93,31297.61,2022-04-05
2952,SUV,73915.387,4.66,1.68,2224,4,grau,330,Handschaltung,14.0,96513.68,51144.59,2021-09-26
2953,SUV,70548.058,4.98,1.57,2179,5,schwarz,329,Automatik,10.15,93807.87,49136.5,2020-12-06
2954,SUV,54590.869,5.02,1.87,2625,5,schwarz,351,Automatik,18.08,88725.88,47917.0,2022-06-11
2955,SUV,79056.75,5.04,1.7,2402,7,rot,223,Automatik,10.49,94544.17,47772.93,2021-04-06
2956,SUV,53174.139,4.91,1.71,2334,7,grau,337,Automatik,13.24,100410.77,60584.46,2022-05-19
2957,SUV,30730.494,4.73,1.72,2245,5,rot,178,Handschaltung,11.12,83104.45,50651.01,2023-10-17
2958,SUV,87607.611,4.98,1.63,2249,4,schwarz,309,Automatik,11.03,87270.02,38253.19,2020-08-06
2959,SUV,48841.671,4.98,1.63,2282,4,grün,396,Automatik,12.67,94323.33,55577.17,2022-07-25
2960,SUV,24682.583,4.91,1.78,2479,5,gelb,419,Automatik,16.689999999999998,84506.78,54790.3,2023-09-20
2961,SUV,12909.046,4.89,1.72,2368,5,gelb,362,Automatik,13.77,88123.87,64749.75,2024-07-15
2962,SUV,64079.245,4.83,1.78,2410,5,grau,279,Automatik,13.91,96521.13,53674.09,2022-08-10
2963,SUV,40288.143,4.8,1.75,2359,5,grün,328,Handschaltung,14.68,88126.41,51728.3,2022-11-11
2964,SUV,65385.785,4.77,1.71,2311,5,rot,318,Automatik,12.91,92480.16,49814.63,2021-07-16
2965,SUV,52016.978,4.8,1.66,2225,4,blau,301,Handschaltung,12.48,94945.33,54657.12,2022-10-10
2966,SUV,22179.759,4.72,1.76,2304,7,grau,328,Automatik,14.21,94358.62,65836.96,2023-11-21
2967,SUV,71895.093,4.63,1.7,2172,7,blau,380,Automatik,13.91,94100.81,48936.56,2021-08-10
2968,SUV,67996.65,5.06,1.68,2402,4,blau,340,Automatik,12.61,94611.0,50650.28,2022-06-28
2969,SUV,74599.45,4.86,1.72,2310,4,blau,273,Automatik,12.16,85978.96,39181.07,2022-08-23
2970,SUV,28270.541,4.89,1.64,2280,7,blau,424,Automatik,13.55,91949.52,60750.06,2023-03-06
2971,SUV,68955.614,5.07,1.58,2249,4,gelb,415,Handschaltung,12.83,101077.45,56805.0,2022-06-26
2972,SUV,36920.323,4.85,1.72,2318,4,grün,273,Handschaltung,13.04,89723.05,55033.07,2023-03-14
2973,SUV,55845.335,4.81,1.56,2077,4,blau,295,Handschaltung,10.78,83917.71,43474.12,2022-10-29
2974,SUV,60646.576,4.89,1.59,2190,4,gelb,400,Handschaltung,13.28,87992.78,45988.44,2022-03-19
2975,SUV,36363.095,4.94,1.77,2440,7,schwarz,275,Automatik,13.27,91261.89,56856.51,2023-10-29
2976,SUV,49343.293,5.0,1.71,2426,4,blau,334,Automatik,12.97,82440.55,43872.03,2022-09-25
2977,SUV,64268.029,4.95,1.72,2400,4,schwarz,318,Automatik,12.92,83136.41,41073.87,2022-08-10
2978,SUV,60175.78,4.78,1.75,2362,4,schwarz,236,Automatik,11.54,94494.56,52690.17,2021-11-08
2979,SUV,41117.175,4.81,1.72,2308,4,rot,333,Handschaltung,14.89,102962.3,67403.05,2023-01-02
2980,SUV,54890.972,4.78,1.61,2181,5,grau,316,Automatik,10.99,77690.17,37628.7,2022-02-28
